Comment,Emotion,Processed_Comment
i realised that this was no longer the truth it was merely the truth i remembered i began to feel disheartened,sadness,realise long truth merely truth remember begin feel disheartened
i left the office feeling discouraged,sadness,leave office feeling discourage
i feel extremely fond of comes an avalanche of anxiety,love,feel extremely fond come avalanche anxiety
i want to write about this because i left campus feeling truly thankful to wesleyan for putting on the kind of event i never dreamed i d be able to attend after just a fairly short car ride,joy,want write leave campus feeling truly thankful wesleyan put kind event never dream able attend fairly short car ride
i feel sure it does,joy,feel sure
i feel terrified of the future,fear,feel terrified future
ive been feeling depressed anxious and unhappy,sadness,feel depressed anxious unhappy
i feel strange and weird about this entire struggle am i the only one who deals with this kind of conflict,fear,feel strange weird entire struggle one deal kind conflict
i and most women don t feel particularly burdened by taking the pill there is some unfairness to it,sadness,woman feel particularly burden take pill unfairness
i have gone to kitoben and worked with the children and on the playground i feel very joyful to be able to be working for others,joy,go kitoben work child playground feel joyful able work other
i wish i could say that i got a feeling that everything is going to be perfect and painless but i didnt,joy,wish could say get feeling everything go perfect painless
i enjoy reading immensely and i feel strange or off when i m in between books or just lack the time to read,surprise,enjoy read immensely feel strange book lack time read
i feel deeply disturbed that another mother would condemn me and other mothers like me for finding fulfillment in being a mother,sadness,feel deeply disturbed another mother would condemn mother like find fulfillment mother
i feel delighted to contact you,joy,feel delighted contact
i feel like a totally horrible person but i really wish he was coming another weekend,sadness,feel like totally horrible person really wish come another weekend
i feel greedy with my thoughts and it is a relief to let them linger,anger,feel greedy thought relief let linger
im feeling generous im going to share them on my blog too,joy,feel generous go share blog
i feel like i have been a bit obnoxious in my picture posting,anger,feel like bit obnoxious picture post
i feel relieved and excited that someone else feels the same way that i do,joy,feel relieved excited someone else feel way
i feel irritated by everything,anger,feel irritated everything
i feel groggy this morning,sadness,feel groggy morning
i feel somewhat hopeless and pitiful,sadness,feel somewhat hopeless pitiful
im feeling queezy and cant be bothered putting these in order so here goes,anger,feel queezy not_be bother put order go
im not feeling terrific but have nonetheless managed to drag my carcass over to nordstroms a couple times so theres life in me yet,joy,not_feele terrific nonetheless manage drag carcass nordstrom couple time life yet
im feeling rather disheartened,sadness,feel rather dishearten
i feel so helpless i have no one to talk to,sadness,feel helpless one talk
i feel so hesitant about contacting him,fear,feel hesitant contact
i feel so resentful at the sun for chasing me into the house most of the day,anger,feel resentful sun chase house day
i was feeling doubtful and sad about the relationship i have with this man,fear,feel doubtful sad relationship man
i suppose that is enough of a statement for those who might feel as i do about his contribution to the unfortunate attitude and rhetoric of conservative christian america,sadness,suppose enough statement might feel contribution unfortunate attitude rhetoric conservative christian america
i must say that there were all familiar faces since i go to that church since but there was this feeling that i was shy and i just wanted to stay there with my friend and be clingy with her all through out the meeting,fear,must say familiar face since church since feeling shy want stay friend clingy meeting
im sure there are plenty of lovely parties going on but im not feeling very sociable whats new,joy,sure plenty lovely party go not_feele sociable new
i just cant help it from feeling so insecure,fear,not_help feel insecure
i feel like if she isnt happy then no one is,joy,feel like not_happy one
i feel like im the mad hatter rather than alice,anger,feel like mad hatter rather alice
i am feeling very eager for what my darling has in store for us,joy,feel eager darling store
i feel like it s boring,sadness,feel like bore
i feel shocked his words very pure very self,surprise,feel shocked word pure self
i feel genuinely wronged,anger,feel genuinely wrong
i hated feeling inadequate to meet their needs,sadness,hat feel inadequate meet need
ive struggled with feeling inadequate or subpar in various areas of my life and i know i always will,sadness,struggle feel inadequate subpar various area life know always
i alternated between wishing i would die and then feeling terrified that something would happen to me leaving my newborn son without a mother,fear,alternate wish would die feel terrified something would happen leave newborn son without mother
i do feel a little confused about my reproductive future do i want another baby deep down,fear,feel little confused reproductive future want another baby deep
i am feeling and the ibs symptoms that have resolved,joy,feel ibs symptom resolve
im feeling plunge us into a world of melancholy and love,sadness,feel plunge world melancholy love
i feel alone and abandoned i believe i am alone and abandoned,sadness,feel alone abandon believe alone abandon
i feel like im waiting for her to get heartbroken all over again,sadness,feel like wait get heartbroken
i feel more positive today,joy,feel positive today
i have never met in real life but feel super bonded to through crisis pregnancies and genius children and my new friend sara at a href http everybitterthingissweet,joy,never meet real life feel super bond crisis pregnancy genius child new friend sara href http everybitterthingissweet
i shouldn t have been surprised by the amount of courage that these men had but i can t help but feel slightly shocked by it,surprise,surprise amount courage man help feel slightly shock
i was able to feel slightly less obnoxious knowing that other girls were jonesing as hard as i am,anger,able feel slightly less obnoxious know girl jonese hard
i dont like the way i feel when i am angry,anger,not_like way feel angry
i feel a bit pissed off because we went first,anger,feel bit pissed go first
i herself wearing some of the items and they make me feel optimistic,joy,wear item make feel optimistic
i don t feel dissatisfied just distracted from my life,anger,feel dissatisfied distracted life
i have hated feeling useless and ineffective,sadness,hat feel useless ineffective
i have to admit i have been feeling very disheartened and disillusioned with the whole publishing community for months,sadness,admit feel disheartened disillusion whole publishing community month
i feel safe and happy when the house is clean,joy,feel safe happy house clean
i was feeling horny so we let her in,love,feel horny let
i feel honored she is a legend i admire her although i dont see the similarities between us,joy,feel honored legend admire although not_see similarity
i no longer a chiuv that is one a man with have an obligation to say kaddish and daven from the amud lead prayers i feel more relaxed,joy,long chiuv one man obligation say kaddish daven amud lead prayer feel relaxed
i am gonna feel lousy i might as well feel lousy while i am doing something,sadness,go feel lousy might well feel lousy something
i look at him i feel disgusted and some what annoyed by his actions,anger,look feel disgusted annoy action
i discovered this feeling of being a successful grown up when i decide make and indulge in a meal that hits the spot,joy,discover feeling successful grow decide make indulge meal hit spot
i just think the media in general i just don t really get portrayed as someone who has feelings or who is sympathetic,love,think medium general really get portray someone feeling sympathetic
i must not lie radio actually makes you feel wonderful,joy,must not_lie radio actually make feel wonderful
i i just feel so self content,joy,feel self content
im finally feeling comfortable in my own skin,joy,finally feel comfortable skin
i just like women you also feel this is his truthful straightforwardness flash personality,joy,like woman also feel truthful straightforwardness flash personality
i feel pretty successful with that but theres still something in me that says you can do more,joy,feel pretty successful still something say
i was actually feeling quite smart i was understanding the questions without even having to do the readings,joy,actually feel quite smart understand question without even reading
i am feeling pressured and backed into a corner,fear,feel pressured back corner
i tend to question whether there is a god and if i feel i m in intelligent enough company i will tell them if they ask,joy,tend question whether god feel intelligent enough company tell ask
i visit cantina i leave feeling that the food is lovely but not always worth the price,love,visit cantina leave feel food lovely not_always worth price
i wonder what life is like for other people people who can love and be loved who can have sex and enjoy the experience who can feel happiness who get to feel accepted and wanted and needed,joy,wonder life like people people love love sex enjoy experience feel happiness get feel accept want need
i think after i evolve to dress pants i might finally feel comfortable wearing skirts at work but for now theyre in the distant future,joy,think evolve dress pant might finally feel comfortable wear skirt work distant future
i feel loyal to him in some ways so respect his wish not to tell anyone but it is killing me keeping it inside,love,feel loyal way respect wish not_to tell anyone kill keep inside
i can have strong feelings of inadequacy and become convinced that everything is all wrong or i cant do anything right,joy,strong feeling inadequacy become convinced everything wrong not_do anything right
i try that i just feel that im being judged by eyes that only see me as a weird and vain bastard who thinks so much of himself,fear,try feel judge eye see weird vain bastard think much
i were feeling pretty isolated and marginalised and my greatest enemy was the united states which is the only country to have ever deployed a nuclear weapon or two against civilians then i might just want to get one myself,sadness,feel pretty isolated marginalise great enemy united states country ever deploy nuclear weapon two civilian might want get one
i always feel privileged to see a jay,joy,always feel privileged see jay
i feel that he was desperately fond of me,love,feel desperately fond
i wake up i realize that my panty is wet and i feel very horny,love,wake realize panty wet feel horny
i know now and i knew then that it was a season of learning about trusting god and i do feel more peaceful and calm because of it,joy,know know season learn trust god feel peaceful calm
i feel like i am one of them now before i resigned i got offered a job at the local council,sadness,feel like one resign get offer job local council
im a bit afraid the cookie is what is making me feel not so fantastic,joy,bit afraid cookie make feel not_so fantastic
i feel as if i havent been very productive over the past six months,joy,feel not_been productive past six month
i felt ok about not feeling ok,joy,feel not_feele
i feel jealous becasue i wanted that kind of love the true connection between two souls and i wanted that,anger,feel jealous becasue want kind love true connection two soul want
i feel a mix of emotions lonely sad insecure angry,sadness,feel mix emotion lonely sad insecure angry
i feel that i really ought to assert myself in some way but she smiles a pleasant blonde woman of early middle age young to me and it seems fine to drift on,joy,feel really ought assert way smile pleasant blonde woman early middle age young seem fine drift
i packed this time around feeling apprehensive about this challenging season and happy to decompress for a few days at my dads before coming home,fear,pack time around feel apprehensive challenging season happy decompress day dad come home
i have days where i want nothing more than to be unwanted and where i resent the pressure i feel to be and do everything for everyone even my precious children,joy,day want nothing unwanted resent pressure feel everything everyone even precious child
i feel deprived of any intimacy at all,sadness,feel deprived intimacy
i feel so mush freeer and less repressed,sadness,feel mush freer less repressed
i still wanted to keep my makeup to like a minimum i wanted everything apart from my lips to look natural so i go with super thin eyeliner eyelash curler lashes and powder foundation i feel its a cute and classy look,joy,still want keep makeup like minimum want everything apart lip look natural super thin eyeliner eyelash curler lash powder foundation feel cute classy look
i would say that when they start they will feel really intimidated by the code and how vast everything is,fear,would say start feel really intimidate code vast everything
i been so acquainted with sleep i feel like i should name it to ensure im not being rude or maybe it has a name already,anger,acquainted sleep feel like name ensure not_bee rude maybe name already
at school,anger,school
i feel like i should be spending this precious last half hour of ness and doing something fun and interesting to roll into my new year and by not doing so im letting myself down,joy,feel like spend precious last half hour ness something fun interesting roll new year not_doe let
i can see the shallow of many lives and if i try to give love or atention to that person then i can see the distance and the confusion looks to me that people stop trusting others and feel insulted or misstreated by affeccion,anger,see shallow many life try give love atention person see distance confusion look people stop trust other feel insulted misstreate affeccion
i was feeling particularly glamorous in my charlies angel on the weekend travel outfit and comfortably passed three hours in the zoo that is gates by reading fashion mags,joy,feel particularly glamorous charlie angel weekend travel outfit comfortably pass three hour zoo gate read fashion mag
i do my best to remain cordial and express what is authentic the real love and gratitude i feel for a devoted father and the nostalgia i feel towards someone i had selected as a life partner as exemplified by an unforgettable blowout wedding at the a href http www,love,good remain cordial express authentic real love gratitude feel devoted father nostalgia feel towards someone select life partner exemplify unforgettable blowout wedding href http
i can feel a little better about sunday maybe i can continue that good feeling and get back to the little hot bod i once rocked,joy,feel little well sunday maybe continue good feeling get back little hot bod rock
im feeling generous with my words,joy,feel generous word
i take it that taylor has apprised you of the latest situation and that you feel reassured that the security of the apartment is no longer compromised,joy,take taylor apprise late situation feel reassure security apartment long compromise
i would set out in a sunny temper and generally feeling benevolent to all road users then every morning at approximately,joy,would set sunny temper generally feel benevolent road user every morning approximately
i know the feeling of plans disturbed schedules disrupted,sadness,know feeling plan disturb schedule disrupt
i have that feeling but idol anime is pretty popular so it could be anything,joy,feeling idol anime pretty popular could anything
i feel even more passionate about the gospel now than i have ever in my life and its because of my knowledge of the savior,joy,feel even passionate gospel ever life knowledge savior
i know i did and im still feeling the effects of rich dinners and sweet treats,joy,know still feel effect rich dinner sweet treat
i left kicking myself for the awkwardness of my departure but feeling triumphant at not only having succeeded at my mission but having enjoyed myself as well,joy,leave kick awkwardness departure feel triumphant not_only succeed mission enjoy well
i feel like i should see it through to the bitter end so thats what im going to do,anger,feel like see bitter end go
i said earlier our bodies have gotten used to the heat and the curiosity of what degrees feels like keeps me eager for the next summer day,joy,say early body get use heat curiosity degree feel like keep eager next summer day
i feel so weird about it,surprise,feel weird
i dont even think i would be ready to be fuck buddys because if theres emotions from him i would feel horrible when im not giving them back,sadness,not_even think would ready fuck buddys emotion would feel horrible not_give back
i thought it d be and i got full marks on the questions which makes me feel quite clever,joy,think get full mark question make feel quite clever
im not a huge history buff but i do feel emotional when i think of my great uncle,sadness,not_a huge history buff feel emotional think great uncle
i feel i should probably move on to the meat of my story before i get too distracted by the side dishes what happened to good music,anger,feel probably move meat story get distracted side dish happen good music
i feel about him and how he affects me and people around me this is my story i have been trying for years to find a way back to the life i had before being in a long and very violent relationship,anger,feel affect people around story try year find way back life long violent relationship
i saw a gain on the scale this morning which didn t surprise me but it did make me feel pretty lousy a lot of it is water weight and disgestive issues which will pass but i need to put some work in to push on now months till christmas did i hear you say,sadness,see gain scale morning surprise make feel pretty lousy lot water weight disgestive issue pass need put work push month till christmas hear say
i feel positively ashamed when i look out of the window and see the state of things,sadness,feel positively ashamed look window see state thing
im feeling somewhat verbally lame as i listen for the eighth time to suzanne vegas nine objects of desire,sadness,feel somewhat verbally lame listen eighth time suzanne vegas nine object desire
i feel tender cool and relax after enjoying these wonderful masters,love,feel tender cool relax enjoy wonderful master
i feel that in order to prevent a lot of this company violent manager should have to have some sort of formal training as well as mental evaluation,anger,feel order prevent lot company violent manager sort formal training well mental evaluation
i feel like calling them bitches but it wasnt exactly bitchy coz it wasnt intentional but i could call them ungrateful inconsiderate selfish ok ill say bitches,anger,feel like call bitch not_exactly bitchy coz not_intentional could call ungrateful inconsiderate selfish ill say bitch
i spent so much of this year waiting for these summer moments and it feels like i ve resigned summer to a certain extent just waiting to get on with life and start a new chapter in st paul,sadness,spend much year wait summer moment feel like resign summer certain extent wait get life start new chapter paul
i could have just paid and rushed off i dont think they could really have stopped me but i was also feeling my submissive sissy emotions bubbling to the surface,sadness,could pay rush not_think could really stop also feel submissive sissy emotion bubble surface
i feel shes just more talented than i am,joy,feel talented
i almost always feel awkward,sadness,almost always feel awkward
i feel like my trust is being abused the less i feel like theres a future for us,sadness,feel like trust abuse less feel like future
i feel like such a vital part of the branch as a missionary and its a lot different in a big ward,joy,feel like vital part branch missionary lot different big ward
i cant help but wonder if the other mom i walked with felt the same way i was feeling as she watched her sweet girls with my isaac,joy,not_help wonder mom walk feel way feel watch sweet girl isaac
i feel nervous but hes in control pretty soon,fear,feel nervous control pretty soon
i feel like submitting this to the palcebowhores community i remain amused,joy,feel like submit palcebowhore community remain amused
i feel so blessed for my husband and my family supporting me on my mission of health and happiness and spreading it to my community and the world,joy,feel blessed husband family support mission health happiness spread community world
i feel less comfortable in some parts of the blogosphere than i do in real life,joy,feel less comfortable part blogosphere real life
i am feeling doubtful confused lost and what not,fear,feel doubtful confused lose
i feel like i m living in a strange world my wife s paternal grandmother often said,surprise,feel like live strange world wife paternal grandmother often say
i feel hopeless to cure their disorders i can remember that i am working with human beings with feelings and fears just like me,sadness,feel hopeless cure disorder remember work human being feeling fear like
ive been procrastinating about the post birthday entry and now that its well past the fact it feels somewhat unimportant to even mention,sadness,procrastinate post birthday entry well past fact feel somewhat unimportant even mention
i have to give notice to those involved that such will be a regular feature until i gain what i feel are sincere and rational responses to my enquiries particularly as i will be notifying shadow ministers of the outcome,joy,give notice involve regular feature gain feel sincere rational response enquiry particularly notify shadow minister outcome
i actually feel solidarity with the americans who went on to cry for blood in iraq tortured prisoners and the stripping of the bill of rights,fear,actually feel solidarity americans go cry blood iraq torture prisoner stripping bill right
i trust my kids however i feel helpless enough in here over so many things and i m upset at the lack of respect for the few little things i asked them not to do,fear,trust kid however feel helpless enough many thing upset lack respect little thing ask not_to
i tend to keep my mouth shut because im not well enough informed but when it comes to public education i can speak what i feel because thats one topic im passionate about and do my best to keep up with,joy,tend keep mouth shut not_well enough inform come public education speak feel one topic passionate good keep
i feel that all my ducks are in a row and i can actually rest assured and assuredly rest that i have everything in as good an order as i can possibly make it,joy,feel duck row actually rest assured assuredly rest everything good order possibly make
i don t like to feel embarrassed when my kids watch it,sadness,like feel embarrassed kid watch
im feeling less fearful today ptl,fear,feel less fearful today ptl
i feel welcomed and times id just really walk away because i feel as if they dont want me there,joy,feel welcomed time really walk away feel not_want
i love to sew cook and also dabble in mixed media art when i feel like getting messy,sadness,love sew cook also dabble mixed medium art feel like get messy
i feel as though this was a project we missed in february or last years february,sadness,feel though project miss february last year february
im feeling especially lonely,sadness,feel especially lonely
i started to feel alarmed the voices were so noisy that i actually couldnt listen to my own thoughts,fear,start feel alarmed voice noisy actually not_listen thought
i just have to feel threatened to be reminded that i will be saved,fear,feel threaten remind save
i personally feel that i did this crime should be punished pubicly whether he belong to any caste creed color any elite or mogul group,sadness,personally feel crime punish pubicly whether belong caste creed color elite mogul group
i sit here feeling dazed after spending most of the afternoon in a comatose state i realise that hours in a day is not enough to do things we really want to,surprise,sit feel daze spend afternoon comatose state realise hour day not_enough thing really want
i don t feel depressed because i m missing out on all my american traditions or commodities,sadness,feel depressed miss american tradition commodity
i have developed my commercial property skills and knowledge significantly and feel a lot more confident in my work,joy,develop commercial property skill knowledge significantly feel lot confident work
i feel a lot of this almost every day and it does hurt so this blog is very timely,sadness,feel lot almost every day hurt blog timely
i am too fragile to feel too vulnerable of pain and too easy for tears,fear,fragile feel vulnerable pain easy tear
i feel sure the kremlin wants them to turn suicide bombers just so they can crack down as with the chechens or the cia saudi trained afghan mujahedin before them,joy,feel sure kremlin want turn suicide bomber crack chechen cia saudi train afghan mujahedin
im siting on the couch feeling like i should be doing something productive but im not sure what,joy,sit couch feeling like something productive not_sure
i got tacos because i wasnt feeling too adventurous,joy,get taco not_feele adventurous
i think of who i have left to teach me about myself and i feel a little frightened at the thought that my family changes and moves away from some of the very things i need to know about in order to feel complete,fear,think leave teach feel little frightened thought family change move away thing need know order feel complete
i feel like im assaulted by constant flakiness,fear,feel like assault constant flakiness
i listen although i don t feel very brave about it feeling skeptical about its possibilities here,joy,listen although feel brave feel skeptical possibility
i think that s how our materialist friends feel when they hear the term intelligent design,joy,think materialist friend feel hear term intelligent design
i was feeling grouchy and upset about a situation with a girl which wasn t going how i d hoped,anger,feel grouchy upset situation girl go hop
i got that straight i realized that i was dealing with someone who was feeling insecure,fear,get straight realize deal someone feel insecure
i feel guilty sitting down during this concert because he s working so hard,sadness,feel guilty sit concert work hard
im not sure why but i have been feeling really lethargic lately,sadness,not_sure feel really lethargic lately
i feel the love for anyone who is properly appreciative of patrick and,joy,feel love anyone properly appreciative patrick
i feels dangerous these days but with cam newton at home plus a point i m feeling the panthers in prime time,anger,feel dangerous day cam newton home plus point feel panther prime time
i feel paranoid thinking about it just looking out the window and feeling my insomnia creep up on me,fear,feel paranoid thinking look window feel insomnia creep
i can cry and feel bad without an explanation at all,sadness,cry feel bad without explanation
im feeling a bit pathetic today i cant stop crying,sadness,feel bit pathetic today not_stop cry
i feel foolish amazed and yet i feel foolish a href http dkang,sadness,feel foolish amazed yet feel foolish href http dkang
i compare myself whether it s to her lifestyle business acumen or physical beauty i set myself up for failure immediately feeling ugly and a tsunami of self doubt ensues,sadness,compare whether lifestyle business acuman physical beauty set failure immediately feel ugly tsunami self doubt ensue
i feel getting or gifting a life time subscription is vital,joy,feel get gift life time subscription vital
i feel sympathetic enough to call him off,love,feel sympathetic enough call
i do and love so much i realized that ive simply been cooking and posting recipes because i feel like i have to for content not because i have a story,joy,love much realize simply cook post recipe feel like content not_because story
i left the gym this sunday morning feeling invigorated,joy,leave gym sunday morning feel invigorate
i can still feel my legs and they get so cold,anger,still feel leg get cold
i feel no pain no feeling of loneliness but adoring love to gain i said i love you forever along with this love i bring,love,feel pain feeling loneliness adore love gain say love forever along love bring
i am jealous of andreas growing belly and the movements she can already feel i am envious of her state,anger,jealous andreas grow belly movement already feel envious state
i am tired of feeling that we have to buy buy buy to make the holidays seem special,joy,tired feeling buy buy buy make holiday seem special
i feel ignored annotation title google bookmark img src http thequeenbuzz,sadness,feel ignore annotation title google bookmark img src http thequeenbuzz
i finally have access to the website on our development site and am in absolute rapture and delight over how it looks feels and even functions and amazed that my baby has finally arrived,surprise,finally access website development site absolute rapture delight look feel even function amazed baby finally arrive
i stick to my values i feel like i broke my promise,sadness,stick value feel like break promise
i feel like people like this arent getting caught therefore the government plays it up when they catch criminals of petty crimes to make themselves look better,anger,feel like people like not_getting catch therefore government play catch criminal petty crime make look well
i love this feeling i feel that despite this rain despite the gloomy sky i am feeling good and im feeling fine,sadness,love feeling feel despite rain despite gloomy sky feel good feel fine
i feel like it would make the startled person laugh and think it would be a nice eid gift,fear,feel like would make startled person laugh think would nice eid gift
i cherish the heartbreak more then the love that i lost perfectly sums up the feeling of tragic heart break which is pretty obvious by the songs title,sadness,cherish heartbreak love lose perfectly sum feeling tragic heart break pretty obvious song title
i am just feeling a little irritable because mun was part fun part stressful part uncomfortable making and part horrible but regardless record being set straight now,anger,feel little irritable mun part fun part stressful part uncomfortable making part horrible regardless record set straight
i an expert on feeling rushed and anxious on getting worked up and frustrated because i feel overwhelmed with my job,anger,expert feel rush anxious getting work frustrate feel overwhelmed job
i am the only one feeling unhappy,sadness,one feeling unhappy
ive had a change in medication and am feeling productive lately so lets see how this goes shall we,joy,change medication feel productive lately let see go shall
im puzzled because i have been feeling him wiggle very low in my pelvis and feeling bumps and thumps at the very top of my stomach like the very top,sadness,puzzled feel wiggle low pelvis feel bump thump top stomach like top
i am extremely blessed and have a wonderful life but i am often guilty of feeling envious and upset when someone has more blessings special recognition or appears to have it better than i do,anger,extremely blessed wonderful life often guilty feel envious upset someone blessing special recognition appear well
i feel like if we are longing to hear god hungry to see him and looking for him in our lives he will reveal himself through many and any manner possible,love,feel like long hear god hungry see look life reveal many manner possible
i don t feel as smart or impressive,joy,feel smart impressive
i started feeling ugly and started all over again,sadness,start feel ugly start
i feel its a pathetic way to get sympathy,sadness,feel pathetic way get sympathy
i think ive been feeling sentimental recently too,sadness,think feel sentimental recently
i feel wronged by certain people and my instinct was to get angry at them and stop speaking to them but two wrongs dont make a right i think,anger,feel wrong certain people instinct get angry stop speak two wrong not_make right think
i feel relieved get a job but i cant lie i feel my free time will be lost slowly then ill work in whole day,joy,feel relieved get job not_lie feel free time lose slowly ill work whole day
i feel vulnerable yet extraordinarily liberated,fear,feel vulnerable yet extraordinarily liberate
i was feeling brave so continued and it wasnt me that couldnt stand up,joy,feel brave continued not_me not_stand
i feel violent and crazy and i feel myself slowly losing patience,anger,feel violent crazy feel slowly lose patience
i am feeling doubtful that nutritional methods alone will solve the problems,fear,feel doubtful nutritional method alone solve problem
i am feeling more productive,joy,feel productive
i thought id try to demonstrate the difference as i know if i hadnt seen it for myself i may still be feeling doubtful,fear,think try demonstrate difference know not_seen may still feel doubtful
i feel unwelcome at work sometimes and think people might be talking about me,sadness,feel unwelcome work sometimes think people might talk
i spent my vacation from school feeling confused and heartbroken,fear,spend vacation school feeling confused heartbroken
ive never behaved like that in front of my husband and i feel a mixture of shame and relief that only the shedding of many tears and saying truthful but hurtful things can bring on,joy,never behave like front husband feel mixture shame relief shedding many tear say truthful hurtful thing bring
i stumble upon such a finding i feel quite excited almost like having accomplished a discovery,joy,stumble upon finding feel quite excited almost like accomplish discovery
i feel carefree and spontaneous i feel like nothing could stop me,joy,feel carefree spontaneous feel like nothing could stop
i find that i have so much to blog whenever i feel heartbroken,sadness,find much blog whenever feel heartbroken
i feel him frantic now humping against my hip moaning when i suck his tongue into my mouth,fear,feel frantic hump hip moaning suck tongue mouth
i do feel like josh is a pretty needy guy,sadness,feel like josh pretty needy guy
i feel so depressed when i m not with her and when i think about her because it is so destroyed i just think i should move on,sadness,feel depressed not_with think destroy think move
i always feel like the life s been drained from me and that i ve been injected with some kind of venom,sadness,always feel like life drain inject kind venom
i woke up feeling kinds of miserable,sadness,wake feel kind miserable
im feeling super tired,joy,feel super tired
i vent outrageously with tourette s like unpredictability occasionally leaving behind me a wake of hurt feelings and messy rooms and other not so nice carnage,sadness,vent outrageously tourette like unpredictability occasionally leave behind wake hurt feeling messy room not_so nice carnage
i feel respected and appreciated as a musician,joy,feel respected appreciate musician
i realize that i let a lot of things bother me that really shouldn t bother me at least to the extent that i am moved to feel this passionate bothered feeling,love,realize let lot thing bother really bother least extent move feel passionate bother feeling
i usually love winter but am feeling a longing for spring,love,usually love winter feel longing spring
i recently had a very ill and premature baby what can i do to feel less devastated,sadness,recently ill premature baby feel less devastated
i feel only reason skudrive is so popular is becsuse microsoft is so media driven,joy,feel reason skudrive popular becsuse microsoft medium drive
i have spent the majority of my life trying to change how i look in order to feel accepted by others to feel loved by other to feel better than people around me because in my mind my physicality is the only thing that i have to offer,love,spend majority life try change look order feel accept other feel love feel well people around mind physicality thing offer
i feel all kinds of excitment bacuse i really enjoy art and i hope my art will generate some talk amongst the loyal and the passerby,love,feel kind excitment bacuse really enjoy art hope art generate talk amongst loyal passerby
im feeling festive,joy,feel festive
i didnt feel as obnoxious as before when i didnt feel like doing anything but sulk,anger,not_feel obnoxious not_feel like anything sulk
i am sitting at the computer feeling melancholy and a little overwhelmed torn as to what to write home in this my final e mail,sadness,sit computer feel melancholy little overwhelmed tear write home final mail
i feel at times i am not good enough on the aspects of a fiance a mother a friend a daughter,joy,feel time not_good enough aspect fiance mother friend daughter
i hope the sensibilities of these deep feeling individuals arent too badly shaken with the display of the pink locker room,fear,hope sensibility deep feeling individual not_too badly shake display pink locker room
ive been told this is normal his last reading was he feels and looks horrible,sadness,tell normal last reading feel look horrible
i can usually do a month without feeling homesick,sadness,usually month without feel homesick
i feel is most important revolves around the connection i felt with my brothers and sisters,joy,feel important revolve around connection feel brother sister
i still feel that way because im stubborn like that but those people who were spazzing out are the ones with dates now,anger,still feel way stubborn like people spazze one date
i feel weird having to yank it down and readjust it at points,fear,feel weird yank readjust point
i hate seeing people hate one each other and like everyone i cant stand feeling hated on,sadness,hate see people hate one like everyone not_stand feel hat
i feel so strange and sick i have to wake up in three hours seems like everything runs in threes now days t r e e s,surprise,feel strange sick wake three hour seem like everything run three day
i was starting to feel resentful towards ah kiat with regards to his obsessive and anal approach towards the house and forgetting he has only treated me with lots of love care and attention so far since weve been together,anger,start feel resentful towards kiat regard obsessive anal approach towards house forget treat lot love care attention far since together
i am feeling low i turn to flowers,sadness,feel low turn flower
i feel lost as in what the fuck am i doing,sadness,feel lose fuck
i feel like i need to keep pinching myself to be sure tis is all real,joy,feel like need keep pinch sure tis real
i feel perfect with you on reddit href http www,joy,feel perfect reddit href http
i know that when we feel so beaten down and we are dispairing that it feels like the savior is so far away,sadness,know feel beat dispaire feel like savior far away
i follow through with the feelings that have been repressed for years months or days,sadness,follow feeling repress year month day
i could feel the stress leaving my veins and just getting out of me it was wonderful,joy,could feel stress leave vein get wonderful
i feel better and am so grateful for my normally good health,joy,feel well grateful normally good health
i feel hated and i feel i cant do anything right,sadness,feel hat feel not_do anything right
i started to feel like a real loser like a poser trying to make himself look cool,joy,start feel like real loser like poser try make look cool
i know theres no hurry to get it done but it still feels a bit weird to not be checking out the newest patch content,surprise,know hurry get do still feel bit weird not_be check new patch content
i kinda feel like being rebellious a libertine you know,anger,kinda feel like rebellious libertine know
when i heard about the treatment of a friend in jail really inhuman i never realised that such things also happen in the netherlands,anger,hear treatment friend jail really inhuman never realise thing also happen netherland
i had to do to finish to check off that to do list to feel my life was worthwhile that i was accomplished that i am accomplishing,joy,finish check list feel life worthwhile accomplish accomplish
i macendarfer who i feel thrilled to welcome into our family,joy,macendarfer feel thrilled welcome family
i feel will be amused as well,joy,feel amuse well
i was feeling pretty smug because denise at justquiltn has started sticks and string a way to get unfinished knitting projects finished,joy,feel pretty smug denise justquiltn start stick stre way get unfinished knitting project finish
i actually have been in china for some time and i feel that the people were quite friendly,joy,actually china time feel people quite friendly
i feel so helpless without a camera to shoot pics of all the thrifty things i find and my beautiful flowers etc,sadness,feel helpless without camera shoot pic thrifty thing find beautiful flower etc
my girlfriend who had spent months abroad broke off our relationship by letter,sadness,girlfriend spend month abroad break relationship letter
i lied about my feelings and thats why im now hated by the one person i thought really understood me,sadness,lie feeling hat one person think really understand
i acted like a little girl by acting cute towards you asking if you wanna share a diary with me amp you said youre still feeling pissed and you want me to stop adding the problems and make things hard for us,anger,act like little girl act cute towards ask wanna share diary amp say still feel pissed want stop add problem make thing hard
i could feel the blood in my veins go cold,anger,could feel blood vein cold
i respect his privacy so i wont divulge details of our chat but it got me thinking about the notion of home coz i was feeling a little homesick in the morning and here i was with a total stranger a few thousand miles from singapore but i actually felt at home,sadness,respect privacy not_divulge detail chat get think notion home coz feel little homesick morning total stranger thousand mile singapore actually feel home
i know it feels so special,joy,know feel special
im left with today is feeling anxious and sad and lonely,fear,leave today feel anxious sad lonely
